setting	pair	query_name	tract_start	tract_end	segment_start	segment_end	resolvability	segment_resolvability	bridge_bp	donor_arms	donor_communities	best_score
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	88238	89239	cross_community_ambiguous	cross_community_ambiguous	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	89239	90240	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	90240	91241	cross_community_ambiguous	cross_community_ambiguous	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	91241	92242	cross_community_ambiguous	cross_community_ambiguous	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	92242	93243	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	93243	94244	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	94244	95245	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	95245	96246	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	96246	97247	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	97247	98248	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	98248	99801	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	99801	100821	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	100821	111947	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	111947	117687	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	117687	130171	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	130171	131892	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	131892	133380	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	133380	147619	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	147619	197798	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	197798	233128	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	233128	251475	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	251475	252477	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	252477	283574	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	283574	321602	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	321602	322926	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	322926	333994	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	333994	350196	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	350196	383858	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	383858	433908	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	433908	483717	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	483717	499729	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	1
m1000_default	PAN028_vs_PAN027	PAN028#1#chr8.haplotype1:7184-507183_chr8_parm	0	500000	499729	500000	cross_community_ambiguous	unique_donor_haplotype	0	chr1p,chr8p	C1,C3	0.883
