seq	arm	self_chr	region_start	region_end	chrs_involved	arms_involved
HG00329#1#CM094234.1:87766155-88266154_chr16_qarm	qarm	chr16	345000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr18,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10p,chr10q,chr11p,chr16q,chr17q,chr18p,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00329#1#CM094235.1:5127-505126_chr17_parm	parm	chr17	0	35000	chr3,chr7,chr11,chr17	chr3q,chr7p,chr11p,chr17p
HG00329#1#CM094235.1:82708631-83208630_chr17_qarm	qarm	chr17	450000	500000	chr1,chr4,chr5,chr6,chr7,chr8,chr10,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00329#1#CM094236.1:5241-505240_chr19_parm	parm	chr19	0	185000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG00329#1#CM094236.1:59967787-60467786_chr19_qarm	qarm	chr19	480000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00329#1#CM094237.1:65339485-65839484_chr20_qarm	qarm	chr20	400000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG00329#1#CM094237.1:8337-508336_chr20_parm	parm	chr20	0	100000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chrX,chr10,chr11,chr12,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr10q,chr11p,chr12p,chr13q,chr15q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00329#1#CM094238.1:48722978-49222977_chr22_qarm	qarm	chr22	480000	500000	chr1,chr4,chr6,chr7,chr10,chr19,chr20,chr21,chr22	chr1q,chr4q,chr6p,chr7p,chr10q,chr19q,chr20p,chr21q,chr22q
HG00329#1#CM094238.1:6879-506878_chr22_parm	parm	chr22	0	80000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG00329#1#JBIRDP010000002.1:5068-505067_chr1_parm	parm	chr1	0	115000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG00329#1#JBIRDP010000005.1:61889908-62389907_chr18_qarm	qarm	chr18	.	.	.	.
HG00329#1#JBIRDP010000006.1:150245957-150745956_chr2_qarm	qarm	chr2	380000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00329#1#JBIRDP010000007.1:72170346-72670345_chr9_qarm	qarm	chr9	275000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10p,chr10q,chr11p,chr13q,chr16q,chr17q,chr18p,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00329#1#JBIRDP010000009.1:4664-504663_chr4_parm	parm	chr4	0	60000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG00329#1#JBIRDP010000010.1:7649-507648_chr3_parm	parm	chr3	.	.	.	.
HG00329#1#JBIRDP010000011.1:103338819-103838818_chr13_qarm	qarm	chr13	490000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr10q,chr13q,chr19q,chr20p,chr21q,chr22q
HG00329#1#JBIRDP010000013.1:9207-509206_chr18_parm	parm	chr18	0	90000	chr3,chr9,chr10,chr18	chr3q,chr9q,chr10p,chr18p
HG00329#1#JBIRDP010000016.1:111050253-111550252_chr1_qarm	qarm	chr1	485000	500000	chr1,chr4,chr19,chr21,chr22	chr1q,chr4q,chr19q,chr21q,chr22q
HG00329#1#JBIRDP010000019.1:44384650-44884649_chrY_qarm	qarm	chrY	475000	500000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20q
HG00329#1#JBIRDP010000037.1:84825573-85325572_chr15_qarm	qarm	chr15	375000	500000	chr1,chr3,chr5,chr6,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr3q,chr5q,chr6p,chr6q,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG00329#1#JBIRDP010000038.1:9537-509536_chr2_parm	parm	chr2	.	.	.	.
HG00329#1#JBIRDP010000044.1:4988-504987_chr9_parm	parm	chr9	0	40000	chr3,chr9,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG00329#1#JBIRDP010000052.1:1819034-2319033_chr21_qarm	qarm	chr21	480000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00329#1#JBIRDP010000053.1:4786-504785_chrY_parm	parm	chrY	.	.	.	.
HG00329#2#CM094239.1:200376847-200876846_chr3_qarm	qarm	chr3	250000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr18p,chr19p,chr20p,chr20q
HG00329#2#CM094239.1:3812-503811_chr3_parm	parm	chr3	.	.	.	.
HG00329#2#CM094240.1:182098352-182598351_chr5_qarm	qarm	chr5	310000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr15q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00329#2#CM094240.1:4163-504162_chr5_parm	parm	chr5	.	.	.	.
HG00329#2#CM094241.1:162297798-162797797_chr7_qarm	qarm	chr7	495000	500000	chr7,chr12	chr7q,chr12q
HG00329#2#CM094241.1:5407-505406_chr7_parm	parm	chr7	0	135000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20,chr22	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17p,chr17q,chr19p,chr19q,chr20p,chr20q,chr22q
HG00329#2#CM094242.1:145490717-145990716_chr8_qarm	qarm	chr8	.	.	.	.
HG00329#2#CM094242.1:4602-504601_chr8_parm	parm	chr8	0	30000	chr1,chr2,chr4,chr6,chr8,chr19	chr1p,chr2q,chr4q,chr6p,chr8p,chr19p
HG00329#2#CM094243.1:134213936-134713935_chr11_qarm	qarm	chr11	.	.	.	.
HG00329#2#CM094243.1:4507-504506_chr11_parm	parm	chr11	0	230000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17p,chr17q,chr19p,chr20p,chr20q
HG00329#2#CM094244.1:133251511-133751510_chr12_qarm	qarm	chr12	485000	500000	chr7,chr12	chr7q,chr12q
HG00329#2#CM094244.1:7199-507198_chr12_parm	parm	chr12	0	70000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG00329#2#CM094245.1:108795363-109295362_chr13_qarm	qarm	chr13	490000	500000	chr1,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21	chr1q,chr4q,chr6p,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q
HG00329#2#CM094245.1:4769-504768_chr13_parm	parm	chr13	0	430000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG00329#2#CM094246.1:100686615-101186614_chr14_qarm	qarm	chr14	.	.	.	.
HG00329#2#CM094246.1:5300-505299_chr14_parm	parm	chr14	0	355000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG00329#2#CM094247.1:61950682-62450681_chr19_qarm	qarm	chr19	480000	500000	chr1,chr4,chr7,chr10,chr17,chr19,chr20,chr21,chr22	chr1q,chr4q,chr7p,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00329#2#CM094247.1:8208-508207_chr19_parm	parm	chr19	0	210000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG00329#2#CM094248.1:10628-510627_chr20_parm	parm	chr20	0	135000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chrX,chr10,chr11,chr12,chr13,chr15,chr16,chr17,chr19,chr20,chr22	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr10q,chr11p,chr12p,chr13q,chr15q,chr16p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr22q
HG00329#2#CM094248.1:67179384-67679383_chr20_qarm	qarm	chr20	400000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG00329#2#JBIRDQ010000001.1:14997-514996_chr4_parm	parm	chr4	0	60000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG00329#2#JBIRDQ010000002.1:152935965-153435964_chr2_qarm	qarm	chr2	380000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr16q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00329#2#JBIRDQ010000003.1:88602491-89102490_chr15_qarm	qarm	chr15	380000	500000	chr1,chr3,chr5,chr6,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr3q,chr5q,chr6p,chr6q,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG00329#2#JBIRDQ010000005.1:7881-507880_chr10_parm	parm	chr10	0	65000	chr3,chr9,chr10,chr18	chr3q,chr9q,chr10p,chr18p
HG00329#2#JBIRDQ010000006.1:3925-503924_chr6_parm	parm	chr6	0	100000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG00329#2#JBIRDQ010000010.1:44691323-45191322_chr22_qarm	qarm	chr22	480000	500000	chr1,chr2,chr4,chr6,chr7,chr17,chr19,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr7p,chr17q,chr19q,chr21q,chr22q
HG00329#2#JBIRDQ010000014.1:4498-504497_chr9_parm	parm	chr9	0	40000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG00329#2#JBIRDQ010000015.1:2207-502206_chr17_parm	parm	chr17	0	35000	chr3,chr7,chr11,chr17	chr3q,chr7p,chr11p,chr17p
HG00329#2#JBIRDQ010000017.1:16696812-17196811_chr1_qarm	qarm	chr1	485000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00329#2#JBIRDQ010000019.1:39229323-39729322_chr21_qarm	qarm	chr21	480000	500000	chr1,chr4,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr4q,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00329#2#JBIRDQ010000042.1:41231307-41731306_chr17_qarm	qarm	chr17	455000	500000	chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr10,chr11,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr10q,chr11p,chr17q,chr19q,chr20p,chr21q,chr22q
HG00329#2#JBIRDQ010000045.1:98791162-99291161_chrX_qarm	qarm	chrX	475000	500000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20q
HG00329#2#JBIRDQ010000047.1:73481950-73981949_chr9_qarm	qarm	chr9	200000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr10p,chr11p,chr12p,chr15q,chr16p,chr16q,chr18p,chr19p,chr20p,chr20q
HG00329#2#JBIRDQ010000049.1:5398-505397_chr2_parm	parm	chr2	.	.	.	.
HG00329#2#JBIRDQ010000050.1:86841597-87341596_chr16_qarm	qarm	chr16	345000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00329#2#JBIRDQ010000051.1:10359-510358_chr1_parm	parm	chr1	0	295000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG00329#2#JBIRDQ010000052.1:4292-504291_chrX_parm	parm	chrX	.	.	.	.
HG00329#2#JBIRDQ010000053.1:60557922-61057921_chr18_qarm	qarm	chr18	.	.	.	.
HG00329#2#JBIRDQ010000058.1:6105-506104_chr16_parm	parm	chr16	0	25000	chr3,chr9,chrX,chr15,chr16,chr19,chr20	chr3q,chr9p,chrXq,chr15q,chr16p,chr19p,chr20q
HG00329#2#JBIRDQ010000060.1:9006-509005_chr18_parm	parm	chr18	0	95000	chr3,chr9,chr10,chr18	chr3q,chr9q,chr10p,chr18p
HG00344#1#CM094501.1:250882106-251382105_chr1_qarm	qarm	chr1	485000	500000	chr1,chr2,chr4,chr6,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00344#1#CM094501.1:9191-509190_chr1_parm	parm	chr1	0	295000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG00344#1#CM094502.1:241726624-242226623_chr2_qarm	qarm	chr2	380000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00344#1#CM094502.1:3187-503186_chr2_parm	parm	chr2	.	.	.	.
HG00344#1#CM094503.1:201992880-202492879_chr3_qarm	qarm	chr3	250000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr12,chr15,chr16,chr18,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr11p,chr12p,chr15q,chr16p,chr16q,chr18p,chr19p,chr20p,chr20q
HG00344#1#CM094503.1:6628-506627_chr3_parm	parm	chr3	.	.	.	.
HG00344#1#CM094504.1:182282064-182782063_chr5_qarm	qarm	chr5	300000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr15q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00344#1#CM094504.1:7474-507473_chr5_parm	parm	chr5	.	.	.	.
HG00344#1#CM094505.1:161249944-161749943_chr7_qarm	qarm	chr7	495000	500000	chr7,chr12	chr7q,chr12q
HG00344#1#CM094505.1:6315-506314_chr7_parm	parm	chr7	0	140000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr13q,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00344#1#CM094506.1:145936164-146436163_chr8_qarm	qarm	chr8	.	.	.	.
HG00344#1#CM094506.1:7719-507718_chr8_parm	parm	chr8	0	170000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
HG00344#1#CM094507.1:134378044-134878043_chr11_qarm	qarm	chr11	.	.	.	.
HG00344#1#CM094507.1:3869-503868_chr11_parm	parm	chr11	0	230000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17p,chr17q,chr19p,chr20p,chr20q
HG00344#1#CM094508.1:6751-506750_chr18_parm	parm	chr18	0	100000	chr4,chr9,chr10,chr18	chr4q,chr9q,chr10p,chr10q,chr18p
HG00344#1#CM094508.1:80151697-80651696_chr18_qarm	qarm	chr18	.	.	.	.
HG00344#1#CM094509.1:12193-512192_chr19_parm	parm	chr19	0	185000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr15,chr16,chr17,chr19,chr20,chr21	chr1p,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr10q,chr11p,chr12p,chr15q,chr16p,chr16q,chr17q,chr19p,chr20p,chr20q,chr21q
HG00344#1#CM094509.1:61493301-61993300_chr19_qarm	qarm	chr19	480000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr6q,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00344#1#CM094510.1:4478-504477_chr20_parm	parm	chr20	0	100000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr12,chr13,chr15,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chr10q,chr11p,chr12p,chr13q,chr15q,chr16p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00344#1#CM094510.1:66949264-67449263_chr20_qarm	qarm	chr20	395000	500000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG00344#1#CM094511.1:13158-513157_chrX_parm	parm	chrX	.	.	.	.
HG00344#1#CM094511.1:154089168-154589167_chrX_qarm	qarm	chrX	475000	500000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG00344#1#JBIREN010000002.1:3497-503496_chr4_parm	parm	chr4	0	60000	chr4,chr13,chr14,chr15,chr21,chr22	chr4p,chr13p,chr14p,chr15p,chr21p,chr22p
HG00344#1#JBIREN010000003.1:99129188-99629187_chr14_qarm	qarm	chr14	.	.	.	.
HG00344#1#JBIREN010000004.1:83860877-84360876_chr9_qarm	qarm	chr9	275000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr13,chr16,chr17,chr18,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10p,chr10q,chr11p,chr13q,chr16q,chr17q,chr18p,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00344#1#JBIREN010000005.1:11446-511445_chr6_parm	parm	chr6	0	100000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chrX,chr11,chr12,chr15,chr16,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr7p,chr8p,chr9p,chr9q,chrXq,chr11p,chr12p,chr15q,chr16p,chr16q,chr19p,chr20p,chr20q
HG00344#1#JBIREN010000009.1:39589122-40089121_chr21_qarm	qarm	chr21	480000	500000	chr1,chr2,chr4,chr6,chr7,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr7p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00344#1#JBIREN010000010.1:44819540-45319539_chr22_qarm	qarm	chr22	480000	500000	chr1,chr2,chr4,chr6,chr10,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr10q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00344#1#JBIREN010000012.1:85209186-85709185_chr15_qarm	qarm	chr15	380000	500000	chr1,chr3,chr5,chr6,chr8,chr9,chr12,chr15,chr16,chr19,chr20	chr1p,chr3q,chr5q,chr6p,chr6q,chr8p,chr9p,chr9q,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG00344#1#JBIREN010000013.1:58496705-58996704_chr17_qarm	qarm	chr17	455000	500000	chr1,chr2,chr4,chr5,chr6,chr7,chr8,chr10,chr11,chr17,chr19,chr20,chr22	chr1p,chr2q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr10q,chr11p,chr17q,chr19p,chr19q,chr20p,chr22q
HG00344#1#JBIREN010000014.1:5437-505436_chr9_parm	parm	chr9	0	40000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG00344#1#JBIREN010000015.1:3049-503048_chr17_parm	parm	chr17	0	5000	chr9,chr11,chr16,chr17	chr9q,chr11p,chr16q,chr17p
HG00344#1#JBIREN010000016.1:55771849-56271848_chr16_qarm	qarm	chr16	350000	500000	chr1,chr2,chr3,chr4,chr5,chr6,chr7,chr8,chr9,chr10,chr11,chr16,chr17,chr19,chr20,chr21,chr22	chr1p,chr1q,chr2q,chr3q,chr4q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr10q,chr11p,chr16q,chr17q,chr19p,chr19q,chr20p,chr20q,chr21q,chr22q
HG00344#1#JBIREN010000045.1:11319-511318_chr10_parm	parm	chr10	0	70000	chr3,chr9,chr10,chr18	chr3q,chr9q,chr10p,chr18p
HG00344#1#JBIREN010000048.1:3379-503378_chr12_parm	parm	chr12	0	70000	chr3,chr9,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG00344#1#JBIREN010000052.1:105171357-105671356_chr13_qarm	qarm	chr13	490000	500000	chr1,chr4,chr13,chr19,chr20,chr21,chr22	chr1q,chr4q,chr13q,chr19q,chr20p,chr21q,chr22q
HG00344#1#JBIREN010000053.1:6972-506971_chr14_parm	parm	chr14	0	315000	chr13,chr14,chr15,chr21,chr22	chr13p,chr14p,chr15p,chr21p,chr22p
HG00344#1#JBIREN010000055.1:6976-506975_chr16_parm	parm	chr16	0	25000	chr3,chr9,chrX,chr12,chr15,chr16,chr19,chr20	chr3q,chr9p,chr9q,chrXq,chr12p,chr15q,chr16p,chr19p,chr20p,chr20q
HG00344#2#CM094512.1:249720118-250220117_chr1_qarm	qarm	chr1	485000	500000	chr1,chr2,chr4,chr6,chr10,chr13,chr17,chr19,chr20,chr21,chr22	chr1q,chr2q,chr4q,chr6p,chr10q,chr13q,chr17q,chr19q,chr20p,chr21q,chr22q
HG00344#2#CM094512.1:4465-504464_chr1_parm	parm	chr1	0	295000	chr1,chr2,chr3,chr5,chr6,chr7,chr8,chr9,chr11,chr15,chr16,chr17,chr19,chr20	chr1p,chr2q,chr3q,chr5q,chr6p,chr6q,chr7p,chr8p,chr9q,chr11p,chr15q,chr16q,chr17q,chr19p,chr20p,chr20q
