gene_name,genome_wide_copies,gene_biotype,chromosomes,num_chromosomes
MDGA1,1,protein_coding,chr6,1
ZFAND3-DT,1,lncRNA,chr6,1
ZFAND3,1,protein_coding,chr6,1
RN7SL285P,1,pseudogene,chr6,1
RNVU1-33,1,pseudogene,chr6,1
LOC124901314,1,lncRNA,chr6,1
BTBD9,1,protein_coding,chr6,1
LOC124901315,1,lncRNA,chr6,1
LOC124901525,1,pseudogene,chr6,1
LOC105375045,1,lncRNA,chr6,1
BTBD9-AS1,1,lncRNA,chr6,1
TFGP1,1,pseudogene,chr6,1
LOC105375044,1,lncRNA,chr6,1
GLO1,1,protein_coding,chr6,1
DNAH8-DT,1,lncRNA,chr6,1
DNAH8,1,protein_coding,chr6,1
RN7SL465P,1,pseudogene,chr6,1
ZRF1PS,1,pseudogene,chr6,1
LOC124900223,1,snoRNA,chr6,1
DNAH8-AS1,1,lncRNA,chr6,1
LOC100128655,1,pseudogene,chr6,1
GLP1R,1,protein_coding,chr6,1
MIR9983,1,miRNA,chr6,1
LOC105375046,1,lncRNA,chr6,1
SAYSD1,1,protein_coding,chr6,1
ANKRD18EP,1,pseudogene,chr6,1
KCNK5,1,protein_coding,chr6,1
KCNK17,1,protein_coding,chr6,1
LOC105375047,1,lncRNA,chr6,1
KCNK16,1,protein_coding,chr6,1
KIF6,1,protein_coding,chr6,1
LOC107986594,1,lncRNA,chr6,1
LOC100124373,1,pseudogene,chr6,1
E2F4P1,1,pseudogene,chr6,1
RNU1-54P,1,pseudogene,chr6,1
DAAM2,1,protein_coding,chr6,1
LOC124901487,1,lncRNA,chr6,1
DAAM2-AS1,1,lncRNA,chr6,1
MOCS1,1,protein_coding,chr6,1
LOC102723789,1,lncRNA,chr6,1
RPL23P6,1,pseudogene,chr6,1
TUBBP9,1,pseudogene,chr6,1
LOC105375049,1,lncRNA,chr6,1
LOC105375050,1,lncRNA,chr6,1
LINC00951,1,lncRNA,chr6,1
TDRG1,1,lncRNA,chr6,1
LRFN2,1,protein_coding,chr6,1
RNU6-250P,1,pseudogene,chr6,1
LOC105375051,1,lncRNA,chr6,1
LOC101929535,1,lncRNA,chr6,1
LOC105375052,1,lncRNA,chr6,1
LOC105375053,1,lncRNA,chr6,1
LOC101929555,1,lncRNA,chr6,1
UNC5CL,1,protein_coding,chr6,1
TSPO2,1,protein_coding,chr6,1
APOBEC2,1,protein_coding,chr6,1
OARD1,1,protein_coding,chr6,1
NFYA,1,protein_coding,chr6,1
ADCY10P1,1,transcribed_pseudogene,chr6,1
TREML1,1,protein_coding,chr6,1
TREM2,1,protein_coding,chr6,1
LOC107986595,1,lncRNA,chr6,1
TREML2,1,protein_coding,chr6,1
TREML3P,1,transcribed_pseudogene,chr6,1
LOC105375055,1,lncRNA,chr6,1
TREML4,1,protein_coding,chr6,1
RNA5SP207,1,pseudogene,chr6,1
TREML5P,1,transcribed_pseudogene,chr6,1
TREM1,1,protein_coding,chr6,1
RNU6-643P,1,pseudogene,chr6,1
RPL32P15,1,pseudogene,chr6,1
NCR2,1,protein_coding,chr6,1
LOC100505711,1,lncRNA,chr6,1
LOC107986538,1,lncRNA,chr6,1
LOC112267957,1,lncRNA,chr6,1
LINC01276,1,lncRNA,chr6,1
FOXP4-AS1,1,lncRNA,chr6,1
FOXP4,1,protein_coding,chr6,1
MIR4641,1,miRNA,chr6,1
MDFI,1,protein_coding,chr6,1
NPM1P51,1,pseudogene,chr6,1
TFEB,1,protein_coding,chr6,1
PGC,1,protein_coding,chr6,1
FRS3,1,protein_coding,chr6,1
PRICKLE4,1,protein_coding,chr6,1
TOMM6,1,protein_coding,chr6,1
USP49,1,protein_coding,chr6,1
LOC124900222,1,snoRNA,chr6,1
MED20,1,protein_coding,chr6,1
BYSL,1,protein_coding,chr6,1
CCND3,1,protein_coding,chr6,1
LOC105375059,1,lncRNA,chr6,1
RNU6-761P,1,pseudogene,chr6,1
TAF8,1,protein_coding,chr6,1
C6orf132,1,protein_coding,chr6,1
GUCA1ANB,1,protein_coding,chr6,1
LOC118142757,1,protein_coding,chr6,1
GUCA1A,1,protein_coding,chr6,1
GUCA1B,1,protein_coding,chr6,1
MRPS10,1,protein_coding,chr6,1
LOC105375061,1,lncRNA,chr6,1
TRERF1,1,protein_coding,chr6,1
LOC124901316,1,lncRNA,chr6,1
LOC124901512,1,pseudogene,chr6,1
LOC107986596,1,lncRNA,chr6,1
LOC124900214,1,protein_coding,chr6,1
RPL36AP5,1,pseudogene,chr6,1
LOC124901534,1,snoRNA,chr6,1
LOC124901317,1,lncRNA,chr6,1
UBR2,1,protein_coding,chr6,1
RNU6-890P,1,pseudogene,chr6,1
PRPH2,1,protein_coding,chr6,1
ATP6V0CP3,1,transcribed_pseudogene,chr6,1
TBCC,1,protein_coding,chr6,1
BICRAL,1,protein_coding,chr6,1
LOC124901226,1,pseudogene,chr6,1
LOC401261,1,lncRNA,chr6,1
RPL7L1,1,protein_coding,chr6,1
C6orf226,1,protein_coding,chr6,1
PTCRA,1,protein_coding,chr6,1
CNPY3,1,protein_coding,chr6,1
CNPY3-GNMT,1,protein_coding,chr6,1
RPL24P4,1,pseudogene,chr6,1
GNMT,1,protein_coding,chr6,1
PEX6,1,protein_coding,chr6,1
LOC124900215,1,lncRNA,chr6,1
PPP2R5D,1,protein_coding,chr6,1
MEA1,1,protein_coding,chr6,1
KLHDC3,1,protein_coding,chr6,1
RRP36,1,protein_coding,chr6,1
RN7SL403P,1,pseudogene,chr6,1
CUL7,1,protein_coding,chr6,1
LOC124901318,1,lncRNA,chr6,1
MRPL2,1,protein_coding,chr6,1
KLC4,1,protein_coding,chr6,1
KLC4-AS1,1,lncRNA,chr6,1
PTK7,1,protein_coding,chr6,1
SRF,1,protein_coding,chr6,1
CUL9,1,protein_coding,chr6,1
DNPH1,1,protein_coding,chr6,1
TTBK1,1,protein_coding,chr6,1
SLC22A7,1,protein_coding,chr6,1
LOC124901319,1,lncRNA,chr6,1
CRIP3,1,protein_coding,chr6,1
RPL12P47,1,pseudogene,chr6,1
RPL34P14,1,pseudogene,chr6,1
ZNF318,1,protein_coding,chr6,1
RPS2P28,1,pseudogene,chr6,1
LOC124901227,1,protein_coding,chr6,1
LOC105375065,1,lncRNA,chr6,1
ABCC10,1,protein_coding,chr6,1
MIR6780B,1,miRNA,chr6,1
DLK2,1,protein_coding,chr6,1
RNU6-1113P,1,pseudogene,chr6,1
TJAP1,1,protein_coding,chr6,1
LRRC73,1,protein_coding,chr6,1
YIPF3,1,protein_coding,chr6,1
POLR1C,1,protein_coding,chr6,1
XPO5,1,protein_coding,chr6,1
RPS2P29,1,pseudogene,chr6,1
LOC124901522,1,snRNA,chr6,1
LOC124900224,1,ncRNA,chr6,1
POLH,1,protein_coding,chr6,1
GTPBP2,1,protein_coding,chr6,1
MAD2L1BP,1,protein_coding,chr6,1
RSPH9,1,protein_coding,chr6,1
MRPS18A,1,protein_coding,chr6,1
LOC124901320,1,lncRNA,chr6,1
LOC100132242,1,pseudogene,chr6,1
VEGFA,1,protein_coding,chr6,1
LOC105375070,1,lncRNA,chr6,1
LOC105375069,1,lncRNA,chr6,1
LINC02537,1,lncRNA,chr6,1
LOC105375068,1,lncRNA,chr6,1
LINC01512,1,lncRNA,chr6,1
LOC124901321,1,lncRNA,chr6,1
SCIRT,1,lncRNA,chr6,1
C6orf223,1,lncRNA,chr6,1
RPL29P16,1,pseudogene,chr6,1
MRPL14,1,protein_coding,chr6,1
TMEM63B,1,protein_coding,chr6,1
LOC107986599,1,lncRNA,chr6,1
CAPN11,1,protein_coding,chr6,1
LOC105375072,1,lncRNA,chr6,1
MYMX,1,protein_coding,chr6,1
RN7SL811P,1,pseudogene,chr6,1
SLC29A1,1,protein_coding,chr6,1
HSP90AB1,1,protein_coding,chr6,1
SLC35B2,1,protein_coding,chr6,1
MIR4647,1,miRNA,chr6,1
NFKBIE,1,protein_coding,chr6,1
TMEM151B,1,protein_coding,chr6,1
TCTE1,1,protein_coding,chr6,1
AARS2,1,protein_coding,chr6,1
LOC124901322,1,lncRNA,chr6,1
SPATS1,1,protein_coding,chr6,1
LOC124901323,1,lncRNA,chr6,1
CDC5L,1,protein_coding,chr6,1
MIR4642,1,miRNA,chr6,1
LOC105375074,1,lncRNA,chr6,1
LOC105375075,1,lncRNA,chr6,1
LOC124901325,1,lncRNA,chr6,1
LOC101929770,1,lncRNA,chr6,1
SUPT3H,1,protein_coding,chr6,1
NUDT19P4,1,pseudogene,chr6,1
RBM22P4,1,pseudogene,chr6,1
LOC100420052,1,pseudogene,chr6,1
MIR586,1,miRNA,chr6,1
RUNX2,1,protein_coding,chr6,1
LOC124901324,1,lncRNA,chr6,1
RUNX2-AS1,1,lncRNA,chr6,1
LOC124901518,1,snRNA,chr6,1
CLIC5,1,protein_coding,chr6,1
LOC124901326,1,lncRNA,chr6,1
RNU6-754P,1,pseudogene,chr6,1
ENPP4,1,protein_coding,chr6,1
ENPP5,1,protein_coding,chr6,1
ACTG1P9,1,pseudogene,chr6,1
LOC105375079,1,lncRNA,chr6,1
RCAN2,1,protein_coding,chr6,1
LOC101926915,1,lncRNA,chr6,1
RPL36P10,1,pseudogene,chr6,1
RCAN2-DT,1,lncRNA,chr6,1
CYP39A1,1,protein_coding,chr6,1
SLC25A27,1,protein_coding,chr6,1
TDRD6-AS1,1,lncRNA,chr6,1
TDRD6,1,protein_coding,chr6,1
PLA2G7,1,protein_coding,chr6,1
ANKRD66,1,protein_coding,chr6,1
MEP1A,1,protein_coding,chr6,1
ADGRF5,1,protein_coding,chr6,1
LOC124901488,1,lncRNA,chr6,1
ADGRF5-AS1,1,lncRNA,chr6,1
LOC105375080,1,lncRNA,chr6,1
LOC124901489,1,lncRNA,chr6,1
ADGRF1,1,protein_coding,chr6,1
LOC105375081,1,lncRNA,chr6,1
TNFRSF21,1,protein_coding,chr6,1
B3GNTL1P2,1,pseudogene,chr6,1
LOC105375082,1,lncRNA,chr6,1
CD2AP,1,protein_coding,chr6,1
RPS12P14,1,pseudogene,chr6,1
LOC100421517,1,pseudogene,chr6,1
ADGRF2,1,protein_coding,chr6,1
ADGRF4,1,protein_coding,chr6,1
RN7SKP116,1,pseudogene,chr6,1
RPL27AP7,1,pseudogene,chr6,1
OPN5,1,protein_coding,chr6,1
RNU1-105P,1,pseudogene,chr6,1
LOC107986601,1,lncRNA,chr6,1
PTCHD4,1,protein_coding,chr6,1
HNRNPA3P4,1,pseudogene,chr6,1
RBMXP1,1,pseudogene,chr6,1
LOC107986602,1,lncRNA,chr6,1
LOC100418956,1,pseudogene,chr6,1
LOC100421158,1,pseudogene,chr6,1
LOC124901478,1,lncRNA,chr6,1
RNU7-65P,1,pseudogene,chr6,1
EEF1A1P42,1,pseudogene,chr6,1
MMUT,1,protein_coding,chr6,1
CENPQ,1,protein_coding,chr6,1
GLYATL3,1,protein_coding,chr6,1
C6orf141,1,protein_coding,chr6,1
CYP2AC1P,1,pseudogene,chr6,1
RHAG,1,protein_coding,chr6,1
CRISP2,1,protein_coding,chr6,1
CRISP3,1,protein_coding,chr6,1
PGK2,1,protein_coding,chr6,1
LOC101927020,1,lncRNA,chr6,1
LOC101927048,1,lncRNA,chr6,1
CRISP1,1,protein_coding,chr6,1
DEFB133,1,transcribed_pseudogene,chr6,1
DEFB114,1,protein_coding,chr6,1
DEFB113,1,protein_coding,chr6,1
DEFB110,1,protein_coding,chr6,1
DEFB112,1,protein_coding,chr6,1
LOC100505985,1,lncRNA,chr6,1
LOC124901479,1,lncRNA,chr6,1
TFAP2D,1,protein_coding,chr6,1
LOC105375084,1,lncRNA,chr6,1
LOC124901490,1,lncRNA,chr6,1
TFAP2B,1,protein_coding,chr6,1
RPS17P5,1,pseudogene,chr6,1
LOC100418898,1,pseudogene,chr6,1
FTH1P5,1,pseudogene,chr6,1
LOC100422449,1,pseudogene,chr6,1
LOC105375085,1,lncRNA,chr6,1
LOC646517,1,pseudogene,chr6,1
LOC124900230,1,snoRNA,chr6,1
RPS15AP20,1,pseudogene,chr6,1
PKHD1,1,protein_coding,chr6,1
LOC101927082,1,lncRNA,chr6,1
LOC124900615,1,lncRNA,chr6,1
LOC105375087,1,lncRNA,chr6,1
RN7SL580P,1,pseudogene,chr6,1
LOC124901327,1,lncRNA,chr6,1
MIR206,1,miRNA,chr6,1
LINCMD1,1,lncRNA,chr6,1
MIR133B,1,miRNA,chr6,1
IL17A,1,protein_coding,chr6,1
LOC102724327,1,lncRNA,chr6,1
IL17F,1,protein_coding,chr6,1
LOC124901328,1,lncRNA,chr6,1
SLC25A20P1,1,pseudogene,chr6,1
MCM3,1,protein_coding,chr6,1
LOC124901329,1,lncRNA,chr6,1
PAQR8,1,protein_coding,chr6,1
LOC124901331,1,lncRNA,chr6,1
EFHC1,1,protein_coding,chr6,1
TRAM2,1,protein_coding,chr6,1
TRAM2-AS1,1,lncRNA,chr6,1
LOC124901330,1,lncRNA,chr6,1
LOC724104,1,pseudogene,chr6,1
LOC730101,1,lncRNA,chr6,1
TMEM14A,1,protein_coding,chr6,1
GSTA8P,1,pseudogene,chr6,1
SREK1IP1P2,1,pseudogene,chr6,1
GSTA7P,1,transcribed_pseudogene,chr6,1
GSTA2,1,protein_coding,chr6,1
GSTA12P,1,pseudogene,chr6,1
GSTA1,1,protein_coding,chr6,1
GSTA6P,1,pseudogene,chr6,1
GSTA5,1,protein_coding,chr6,1
GSTA11P,1,pseudogene,chr6,1
LOC105375091,1,lncRNA,chr6,1
GSTA10P,1,pseudogene,chr6,1
GSTA3,1,protein_coding,chr6,1
GSTA9P,1,pseudogene,chr6,1
GSTA4,1,protein_coding,chr6,1
RN7SK,1,snRNA,chr6,1
CILK1,1,protein_coding,chr6,1
FBXO9,1,protein_coding,chr6,1
RN7SL244P,1,pseudogene,chr6,1
GCM1,1,protein_coding,chr6,1
LOC124901513,1,pseudogene,chr6,1
RNU6-464P,1,pseudogene,chr6,1
SOD1P1,1,pseudogene,chr6,1
RNU1-136P,1,pseudogene,chr6,1
HMGB1P20,1,pseudogene,chr6,1
LOC124901332,1,lncRNA,chr6,1
ELOVL5,1,protein_coding,chr6,1
MIR5685,1,miRNA,chr6,1
RPS16P5,1,transcribed_pseudogene,chr6,1
RPL31P28,1,pseudogene,chr6,1
RPL31P33,1,pseudogene,chr6,1
RPA3P2,1,pseudogene,chr6,1
RN7SKP256,1,pseudogene,chr6,1
NANOGP3,1,pseudogene,chr6,1
LOC105375095,1,lncRNA,chr6,1
GCLC,1,protein_coding,chr6,1
LOC101927136,1,lncRNA,chr6,1
LINC01564,1,lncRNA,chr6,1
KLHL31,1,protein_coding,chr6,1
LOC124901334,1,lncRNA,chr6,1
LOC124901333,1,lncRNA,chr6,1
LRRC1,1,protein_coding,chr6,1
LOC101927189,1,lncRNA,chr6,1
MLIP-IT1,1,lncRNA,chr6,1
ERHP2,1,pseudogene,chr6,1
MLIP,1,protein_coding,chr6,1
MLIP-AS1,1,lncRNA,chr6,1
LOC105375097,1,lncRNA,chr6,1
LOC124901335,1,lncRNA,chr6,1
LOC105375098,1,lncRNA,chr6,1
TINAG,1,protein_coding,chr6,1
TINAG-AS1,1,lncRNA,chr6,1
CLNS1AP1,1,pseudogene,chr6,1
RPL10P10,1,pseudogene,chr6,1
LOC107986606,1,lncRNA,chr6,1
RPSAP44,1,pseudogene,chr6,1
KRASP1,1,pseudogene,chr6,1
RNU6-1023P,1,pseudogene,chr6,1
FAM83B,1,protein_coding,chr6,1
HCRTR2,1,protein_coding,chr6,1
LOC124901491,1,lncRNA,chr6,1
GFRAL,1,protein_coding,chr6,1
HMGCLL1,1,protein_coding,chr6,1
BMP5,1,protein_coding,chr6,1
NPM1P36,1,pseudogene,chr6,1
LOC107986539,1,lncRNA,chr6,1
LOC105375100,1,lncRNA,chr6,1
COL21A1,1,protein_coding,chr6,1
DHFRP6,1,pseudogene,chr6,1
RCC2P7,1,pseudogene,chr6,1
DST,1,protein_coding,chr6,1
DST-AS1,1,lncRNA,chr6,1
RPL17P26,1,pseudogene,chr6,1
RNU6-626P,1,pseudogene,chr6,1
BEND6,1,protein_coding,chr6,1
OSTCP6,1,pseudogene,chr6,1
FTH1P15,1,pseudogene,chr6,1
MRPL30P1,1,pseudogene,chr6,1
KIAA1586,1,protein_coding,chr6,1
ZNF451,1,protein_coding,chr6,1
ZNF451-AS1,1,lncRNA,chr6,1
BAG2,1,protein_coding,chr6,1
RAB23,1,protein_coding,chr6,1
PRIM2,1,protein_coding,chr6,1
LINC03001,1,lncRNA,chr6,1
MIR548U,1,miRNA,chr6,1
LOC105375103,1,lncRNA,chr6,1
TRI-AAT1-1,1,tRNA,chr6,1
LOC105375102,1,lncRNA,chr6,1
TRNAI-AAU,1,tRNA,chr6,1
LOC105375101,1,lncRNA,chr6,1
TRA-AGC13-2,1,tRNA,chr6,1
TRM-CAT7-1,1,tRNA,chr6,1
LOC101927268,1,lncRNA,chr6,1
TRA-AGC12-3,1,tRNA,chr6,1
GUSBP4,1,transcribed_pseudogene,chr6,1
LINC00680-GUSBP4,1,transcribed_pseudogene,chr6,1
LINC00680,1,lncRNA,chr6,1
LOC101927293,1,lncRNA,chr6,1
GAPDHP15,1,pseudogene,chr6,1
LOC124901336,2,lncRNA,chr6,1
LOC100288628,1,pseudogene,chr6,1
RBBP4P4,1,pseudogene,chr6,1
PRIM2BP,1,pseudogene,chr6,1
GAPDHP41,1,pseudogene,chr6,1
RBBP4P3,1,pseudogene,chr6,1
KHDRBS2,1,protein_coding,chr6,1
MTRNR2L9,1,pseudogene,chr6,1
DHFRP5,1,pseudogene,chr6,1
LOC442225,1,pseudogene,chr6,1
FKBP1C,1,protein_coding,chr6,1
SPTLC1P3,1,pseudogene,chr6,1
LOC100128610,1,pseudogene,chr6,1
LGSN,1,protein_coding,chr6,1
LOC100133007,1,pseudogene,chr6,1
LOC642554,1,pseudogene,chr6,1
EEF1B2P5,1,pseudogene,chr6,1
PTP4A1,1,protein_coding,chr6,1
RPL7AP34,1,pseudogene,chr6,1
LOC124901228,1,protein_coding,chr6,1
RPL9P18,1,pseudogene,chr6,1
PHF3,1,protein_coding,chr6,1
EYS,1,protein_coding,chr6,1
LOC100422587,1,pseudogene,chr6,1
SCAT8,1,lncRNA,chr6,1
GCNT1P4,1,pseudogene,chr6,1
LOC105377836,1,lncRNA,chr6,1
LOC107986608,1,lncRNA,chr6,1
HNRNPDP2,1,pseudogene,chr6,1
LOC100419882,1,pseudogene,chr6,1
LOC105377837,1,lncRNA,chr6,1
LOC107986607,1,lncRNA,chr6,1
LOC441155,1,protein_coding,chr6,1
LOC124901559,1,pseudogene,chr6,1
SLC25A51P1,1,transcribed_pseudogene,chr6,1
ADH5P4,1,pseudogene,chr6,1
LOC105377838,1,lncRNA,chr6,1
LOC105377840,1,lncRNA,chr6,1
LOC105377839,1,lncRNA,chr6,1
NUFIP1P1,1,pseudogene,chr6,1
LOC105377841,1,lncRNA,chr6,1
LOC100420940,1,pseudogene,chr6,1
LOC107986540,1,lncRNA,chr6,1
LOC124900229,1,snoRNA,chr6,1
LOC105377843,1,lncRNA,chr6,1
LOC105377842,1,lncRNA,chr6,1
LOC100420211,1,pseudogene,chr6,1
RNA5SP208,1,pseudogene,chr6,1
RNU6-280P,1,pseudogene,chr6,1
LOC105377845,1,lncRNA,chr6,1
LOC107986610,1,lncRNA,chr6,1
LOC100128293,1,pseudogene,chr6,1
LOC105377844,1,lncRNA,chr6,1
LOC102723883,1,lncRNA,chr6,1
LOC105377846,1,lncRNA,chr6,1
LINC02549,1,lncRNA,chr6,1
ADGRB3-DT,1,lncRNA,chr6,1
ADGRB3,1,protein_coding,chr6,1
LOC124901511,1,pseudogene,chr6,1
LOC124901492,1,lncRNA,chr6,1
LMBRD1,1,protein_coding,chr6,1
NPM1P37,1,pseudogene,chr6,1
LOC124901337,1,lncRNA,chr6,1
GAPDHP42,1,pseudogene,chr6,1
COL19A1,1,protein_coding,chr6,1
RPL37P15,1,pseudogene,chr6,1
COL9A1,1,protein_coding,chr6,1
LOC105377848,1,lncRNA,chr6,1
LOC105377847,1,lncRNA,chr6,1
LINC01610,1,lncRNA,chr6,1
FAM135A-AS1,1,lncRNA,chr6,1
FAM135A,1,protein_coding,chr6,1
RNU7-48P,1,pseudogene,chr6,1
SDHAF4,1,protein_coding,chr6,1
LOC642590,1,pseudogene,chr6,1
SLC25A6P6,1,pseudogene,chr6,1
SMAP1,1,protein_coding,chr6,1
LOC100419975,1,pseudogene,chr6,1
NDUFAB1P1,1,pseudogene,chr6,1
B3GAT2,1,protein_coding,chr6,1
LOC105377850,1,lncRNA,chr6,1
LOC124901229,1,protein_coding,chr6,1
BECN1P2,1,pseudogene,chr6,1
LOC124901508,1,snoRNA,chr6,1
LYPLA1P3,1,pseudogene,chr6,1
RNU6-411P,1,pseudogene,chr6,1
LOC124901338,1,lncRNA,chr6,1
LOC124901339,1,lncRNA,chr6,1
LOC100132834,1,pseudogene,chr6,1
OGFRL1,1,protein_coding,chr6,1
MIR30C2,1,miRNA,chr6,1
MIR30A,1,miRNA,chr6,1
LINC00472,1,lncRNA,chr6,1
LINC01626,1,lncRNA,chr6,1
LOC105377853,1,lncRNA,chr6,1
LOC100131890,1,pseudogene,chr6,1
KRT19P1,1,pseudogene,chr6,1
RNU4-66P,1,pseudogene,chr6,1
RIMS1,1,protein_coding,chr6,1
LOC100418957,1,pseudogene,chr6,1
LOC107986611,1,lncRNA,chr6,1
LOC100422453,1,pseudogene,chr6,1
LOC643067,1,pseudogene,chr6,1
KCNQ5,1,protein_coding,chr6,1
KCNQ5-IT1,1,lncRNA,chr6,1
LOC124901340,1,lncRNA,chr6,1
LOC105377855,1,lncRNA,chr6,1
MIR4282,1,miRNA,chr6,1
KNOP1P4,1,pseudogene,chr6,1
PGAM1P10,1,pseudogene,chr6,1
KCNQ5-AS1,1,lncRNA,chr6,1
RBPMS2P1,1,pseudogene,chr6,1
KHDC1P1,1,pseudogene,chr6,1
KHDC1L,1,protein_coding,chr6,1
LOC122539213,1,lncRNA,chr6,1
KHDC1,1,protein_coding,chr6,1
LOC122539212,1,transcribed_pseudogene,chr6,1
RPSAP41,1,pseudogene,chr6,1
EIF3EP1,1,pseudogene,chr6,1
SDCBP2P1,1,pseudogene,chr6,1
PAICSP3,1,pseudogene,chr6,1
DPPA5,1,protein_coding,chr6,1
KHDC3L,1,protein_coding,chr6,1
OOEP,1,protein_coding,chr6,1
OOEP-AS1,1,lncRNA,chr6,1
RPL39P3,1,pseudogene,chr6,1
RPS6P8,1,pseudogene,chr6,1
LOC124901341,1,lncRNA,chr6,1
LOC124901538,1,snoRNA,chr6,1
DDX43,1,protein_coding,chr6,1
CGAS,1,protein_coding,chr6,1
MTO1,1,protein_coding,chr6,1
RNU6-975P,1,pseudogene,chr6,1
RN7SL827P,1,pseudogene,chr6,1
EEF1A1,1,protein_coding,chr6,1
LOC124901342,1,lncRNA,chr6,1
SLC17A5,1,protein_coding,chr6,1
RPS27P15,1,pseudogene,chr6,1
CD109,1,protein_coding,chr6,1
CD109-AS1,1,lncRNA,chr6,1
TXNP7,1,pseudogene,chr6,1
LOC101928516,1,lncRNA,chr6,1
FAM136FP,1,pseudogene,chr6,1
LOC105377858,1,lncRNA,chr6,1
LOC100127900,1,pseudogene,chr6,1
COL12A1,1,protein_coding,chr6,1
SNORD156,1,snoRNA,chr6,1
COX7A2,1,protein_coding,chr6,1
TMEM30A,1,protein_coding,chr6,1
LOC124901344,1,lncRNA,chr6,1
TMEM30A-DT,1,lncRNA,chr6,1
FILIP1,1,protein_coding,chr6,1
HMGB1P39,1,pseudogene,chr6,1
LOC101928540,1,lncRNA,chr6,1
LOC124901509,1,snoRNA,chr6,1
MIR4463,1,miRNA,chr6,1
UBE2V1P15,1,pseudogene,chr6,1
RNU1-34P,1,pseudogene,chr6,1
LOC124901343,1,lncRNA,chr6,1
RPL26P20,1,pseudogene,chr6,1
H3P27,1,pseudogene,chr6,1
RNU6-1338P,1,pseudogene,chr6,1
SENP6,1,protein_coding,chr6,1
LOC100421091,1,pseudogene,chr6,1
RNU6-1016P,1,pseudogene,chr6,1
RN7SKP163,1,pseudogene,chr6,1
LOC124901230,1,pseudogene,chr6,1
MYO6,1,protein_coding,chr6,1
RNU6-155P,1,pseudogene,chr6,1
RNA5SP209,1,pseudogene,chr6,1
LOC124901542,1,snoRNA,chr6,1
IMPG1,1,protein_coding,chr6,1
RNU6-248P,1,pseudogene,chr6,1
RNU6-261P,1,pseudogene,chr6,1
LINC02540,1,lncRNA,chr6,1
RNU6-84P,1,pseudogene,chr6,1
LOC100131680,1,pseudogene,chr6,1
LOC105377861,1,lncRNA,chr6,1
LOC105377862,1,lncRNA,chr6,1
LOC124901345,1,lncRNA,chr6,1
LOC101928570,1,lncRNA,chr6,1
LOC105377864,1,protein_coding,chr6,1
HTR1B,1,protein_coding,chr6,1
LOC124901493,1,lncRNA,chr6,1
RPS6P7,1,pseudogene,chr6,1
MEI4,1,protein_coding,chr6,1
LOC105377865,1,lncRNA,chr6,1
LOC107986613,1,lncRNA,chr6,1
IRAK1BP1,1,protein_coding,chr6,1
PHIP,1,protein_coding,chr6,1
TRF-GAA8-1,1,pseudogene,chr6,1
LOC124901346,1,lncRNA,chr6,1
LOC100419073,1,pseudogene,chr6,1
LOC124901347,1,lncRNA,chr6,1
HMGN3,1,protein_coding,chr6,1
HMGN3-AS1,1,lncRNA,chr6,1
LCAL1,1,lncRNA,chr6,1
LOC112267976,1,pseudogene,chr6,1
LOC100506851,1,lncRNA,chr6,1
LOC100418713,1,pseudogene,chr6,1
DBIP1,1,pseudogene,chr6,1
LOC105377867,1,lncRNA,chr6,1
LCA5,1,protein_coding,chr6,1
LOC124901348,1,lncRNA,chr6,1
SH3BGRL2,1,protein_coding,chr6,1
LOC124901349,1,lncRNA,chr6,1
LINC01621,1,lncRNA,chr6,1
LOC100422671,1,pseudogene,chr6,1
LOC107986614,1,lncRNA,chr6,1
ELOVL4,1,protein_coding,chr6,1
LOC124901350,1,protein_coding,chr6,1
LOC124901351,1,lncRNA,chr6,1
GAPDHP63,1,pseudogene,chr6,1
RPL35AP18,1,pseudogene,chr6,1
TTK,1,protein_coding,chr6,1
LOC643562,1,pseudogene,chr6,1
AK4P5,1,pseudogene,chr6,1
BCKDHB,1,protein_coding,chr6,1
RPL17P25,1,pseudogene,chr6,1
RPSAP72,1,pseudogene,chr6,1
LOC112267962,1,lncRNA,chr6,1
LOC105377869,1,lncRNA,chr6,1
LOC648934,1,pseudogene,chr6,1
LOC105377871,1,lncRNA,chr6,1
RNA5SP210,1,pseudogene,chr6,1
TENT5A,1,protein_coding,chr6,1
LOC105377873,1,lncRNA,chr6,1
LOC124900219,1,snoRNA,chr6,1
LINC01526,1,lncRNA,chr6,1
LINC02542,1,lncRNA,chr6,1
LOC107986617,1,lncRNA,chr6,1
IBTK,1,protein_coding,chr6,1
RNU6-130P,1,pseudogene,chr6,1
LOC100132659,1,pseudogene,chr6,1
LOC105377874,1,lncRNA,chr6,1
LOC105377875,1,lncRNA,chr6,1
TPBG,1,protein_coding,chr6,1
LOC124901352,1,lncRNA,chr6,1
LOC105377876,1,lncRNA,chr6,1
LOC105377877,1,lncRNA,chr6,1
UBE3D,1,protein_coding,chr6,1
LAP3P1,1,pseudogene,chr6,1
DOP1A,1,protein_coding,chr6,1
PGM3,1,protein_coding,chr6,1
RWDD2A,1,protein_coding,chr6,1
ME1,1,protein_coding,chr6,1
PRSS35,1,protein_coding,chr6,1
SNAP91,1,protein_coding,chr6,1
LOC105377879,1,lncRNA,chr6,1
RIPPLY2,1,protein_coding,chr6,1
RIPPLY2-CYB5R4,1,protein_coding,chr6,1
CYB5R4,1,protein_coding,chr6,1
